Contact ID,Age,Gender,Ethnicity,Grade Level,Zip Code,Participation Year,MediHouseIncome,PopDensity,count
FK-045347,12,Male,White or Caucasian,6,77573,2019,92559.0,2373.0,28.0
FK-273960,12,Male,White or Caucasian,7,34695,2018,58750.0,3297.0,3.0
FK-273962,12,Male,White or Caucasian,6,34695,2019,58750.0,3297.0,3.0
FK-217113,12,Female,Asian,6,34695,2020,58750.0,3297.0,1.0
FK-009247,12,Male,White or Caucasian,7,34695,2021,58750.0,3297.0,4.0
FK-009261,12,Male,Black or African American,6,34695,2022,58750.0,3297.0,2.0
FK-009174,12,Female,White or Caucasian,6,34695,2022,58750.0,3297.0,5.0
FK-009021,12,Male,Black or African American,7,34695,2022,58750.0,3297.0,2.0
FK-009137,12,Male,White or Caucasian,6,34698,2020,47676.0,3646.0,3.0
FK-009117,12,Female,Latino or Hispanic,7,34698,2020,47676.0,3646.0,1.0
FK-009194,12,Male,White or Caucasian,7,34698,2022,47676.0,3646.0,2.0
FK-009170,12,Male,White or Caucasian,6,34698,2022,47676.0,3646.0,1.0
FK-009080,12,Male,White or Caucasian,6,34698,2022,47676.0,3646.0,3.0
FK-009033,12,Male,White or Caucasian,6,34698,2022,47676.0,3646.0,1.0
FK-009030,12,Female,White or Caucasian,6,34698,2022,47676.0,3646.0,2.0
FK-272449,12,Male,White or Caucasian,6,34711,2018,60312.0,1239.0,8.0
FK-375485,12,Male,White or Caucasian,6,34711,2018,60312.0,1239.0,1.0
FK-272324,12,Male,White or Caucasian,6,34711,2019,60312.0,1239.0,1.0
FK-140849,12,Male,White or Caucasian,6,34711,2020,60312.0,1239.0,4.0
FK-216229,12,Male,Multi-Racial,7,34711,2020,60312.0,1239.0,2.0
FK-009000,12,Female,Multi-Racial,7,34689,2022,42067.0,2457.0,2.0
FK-009002,12,Female,Black or African American,7,34689,2022,42067.0,2457.0,1.0
FK-009283,12,Male,Latino or Hispanic,7,34689,2020,42067.0,2457.0,1.0
FK-009206,12,Female,Black or African American,6,34689,2019,42067.0,2457.0,1.0
FK-009285,12,Female,White or Caucasian,7,34684,2020,45071.0,3954.0,1.0
FK-009251,12,Male,White or Caucasian,7,34684,2020,45071.0,3954.0,1.0
FK-009263,12,Female,White or Caucasian,6,34684,2022,45071.0,3954.0,2.0
FK-009204,12,Male,White or Caucasian,6,34684,2022,45071.0,3954.0,1.0
FK-009199,12,Male,White or Caucasian,6,34684,2022,45071.0,3954.0,1.0
FK-009184,12,Male,Black or African American,7,34684,2022,45071.0,3954.0,2.0
FK-009164,12,Male,Multi-Racial,7,34684,2022,45071.0,3954.0,2.0
FK-009140,12,Male,White or Caucasian,6,34684,2022,45071.0,3954.0,27.0
FK-009070,12,Female,White or Caucasian,7,34684,2022,45071.0,3954.0,2.0
FK-006671,12,Male,Latino or Hispanic,7,34711,2021,60312.0,1239.0,9.0
FK-009031,12,Female,White or Caucasian,7,34684,2022,45071.0,3954.0,2.0
FK-273846,12,Male,White or Caucasian,7,34685,2019,70798.0,1328.0,1.0
FK-142249,12,Male,White or Caucasian,6,34685,2019,70798.0,1328.0,2.0
FK-009202,12,Male,Multi-Racial,6,34685,2020,70798.0,1328.0,1.0
FK-217121,12,Male,White or Caucasian,6,34685,2020,70798.0,1328.0,2.0
FK-217016,12,Male,White or Caucasian,6,34685,2020,70798.0,1328.0,6.0
FK-142290,12,Female,White or Caucasian,7,34685,2020,70798.0,1328.0,7.0
FK-142294,12,Male,White or Caucasian,7,34685,2021,70798.0,1328.0,2.0
FK-142291,12,Female,White or Caucasian,6,34685,2021,70798.0,1328.0,3.0
FK-009050,12,Male,White or Caucasian,7,34688,2022,72809.0,469.0,3.0
FK-142323,12,Male,White or Caucasian,6,34685,2019,70798.0,1328.0,2.0
FK-009222,12,Male,Latino or Hispanic,6,34684,2020,45071.0,3954.0,1.0
FK-006680,12,Female,White or Caucasian,7,34711,2021,60312.0,1239.0,13.0
FK-006495,12,Female,White or Caucasian,7,34711,2021,60312.0,1239.0,3.0
FK-272342,12,Male,Latino or Hispanic,7,34759,2018,42163.0,411.0,5.0
FK-006698,12,Male,Latino or Hispanic,6,34759,2022,42163.0,411.0,13.0
FK-006723,12,Male,White or Caucasian,7,34761,2018,60373.0,2367.0,19.0
FK-272338,12,Female,White or Caucasian,6,34761,2018,60373.0,2367.0,3.0
FK-216365,12,Male,Black or African American,6,34761,2020,60373.0,2367.0,2.0
FK-006703,12,Male,White or Caucasian,7,34761,2020,60373.0,2367.0,19.0
FK-006675,12,Male,Black or African American,7,34761,2021,60373.0,2367.0,5.0
FK-006418,12,Male,Black or African American,7,34761,2021,60373.0,2367.0,2.0
FK-006598,12,Male,White or Caucasian,6,34761,2022,60373.0,2367.0,1.0
FK-375677,12,Male,Black or African American,6,34769,2018,40793.0,2356.0,1.0
FK-272272,12,Female,White or Caucasian,7,34769,2019,40793.0,2356.0,3.0
FK-216247,12,Male,White or Caucasian,6,34769,2020,40793.0,2356.0,11.0
FK-216089,12,Male,White or Caucasian,7,34771,2018,59272.0,171.0,9.0
FK-272315,12,Female,White or Caucasian,7,34771,2019,59272.0,171.0,1.0
FK-272307,12,Female,White or Caucasian,6,34771,2019,59272.0,171.0,6.0
FK-140812,12,Male,Multi-Racial,6,34771,2019,59272.0,171.0,13.0
FK-216342,12,Male,Latino or Hispanic,7,34771,2019,59272.0,171.0,11.0
FK-006666,12,Male,Latino or Hispanic,7,34771,2021,59272.0,171.0,7.0
FK-006661,12,Male,Latino or Hispanic,7,34771,2021,59272.0,171.0,6.0
FK-006722,12,Male,Latino or Hispanic,7,34758,2018,41339.0,937.0,20.0
FK-006482,12,Female,White or Caucasian,6,34747,2022,64823.0,309.0,1.0
FK-140728,12,Male,White or Caucasian,6,34747,2021,64823.0,309.0,6.0
FK-006692,12,Male,Multi-Racial,6,34746,2022,47608.0,818.0,7.0
FK-006614,12,Female,White or Caucasian,6,34711,2022,60312.0,1239.0,5.0
FK-006590,12,Female,Multi-Racial,6,34711,2022,60312.0,1239.0,6.0
FK-006280,12,Female,Latino or Hispanic,6,34714,2018,44531.0,136.0,11.0
FK-272208,12,Male,Black or African American,7,34714,2018,44531.0,136.0,6.0
FK-006687,12,Female,Latino or Hispanic,6,34714,2019,44531.0,136.0,4.0
FK-006463,12,Male,White or Caucasian,7,34714,2021,44531.0,136.0,2.0
FK-140874,12,Male,White or Caucasian,7,34715,2019,58246.0,466.0,8.0
FK-272343,12,Male,White or Caucasian,6,34715,2019,58246.0,466.0,1.0
FK-216392,12,Female,Multi-Racial,6,34736,2020,43459.0,112.0,2.0
FK-006513,12,Male,White or Caucasian,6,34711,2021,60312.0,1239.0,3.0
FK-006428,12,Male,White or Caucasian,7,34736,2021,43459.0,112.0,2.0
FK-216263,12,Male,Latino or Hispanic,7,34741,2020,32822.0,2736.0,3.0
FK-272352,12,Male,White or Caucasian,7,34744,2019,45589.0,1330.0,1.0
FK-216286,12,Male,Black or African American,7,34744,2019,45589.0,1330.0,6.0
FK-140866,12,Female,Multi-Racial,7,34744,2020,45589.0,1330.0,5.0
FK-006701,12,Female,White or Caucasian,7,34744,2020,45589.0,1330.0,17.0
FK-140720,12,Female,White or Caucasian,6,34744,2021,45589.0,1330.0,7.0
FK-006398,12,Female,Multi-Racial,7,34744,2022,45589.0,1330.0,9.0
FK-006682,12,Male,Latino or Hispanic,6,34746,2019,47608.0,818.0,20.0
FK-140726,12,Male,White or Caucasian,7,34746,2021,47608.0,818.0,2.0
FK-140890,12,Male,Asian,7,34741,2018,32822.0,2736.0,9.0
FK-006502,12,Female,White or Caucasian,6,34771,2022,59272.0,171.0,1.0
FK-273822,12,Male,White or Caucasian,7,34684,2019,45071.0,3954.0,3.0
FK-008992,12,Male,White or Caucasian,7,34683,2022,66711.0,2954.0,1.0
FK-336084,12,Male,White or Caucasian,7,34232,2019,50249.0,2823.0,1.0
FK-253816,12,Female,Asian,7,34232,2020,50249.0,2823.0,6.0
FK-253813,12,Female,Asian,6,34232,2020,50249.0,2823.0,2.0
FK-107957,12,Female,Multi-Racial,7,34232,2022,50249.0,2823.0,12.0
FK-107939,12,Male,White or Caucasian,7,34233,2019,54233.0,2710.0,3.0
FK-336088,12,Male,White or Caucasian,7,34233,2019,54233.0,2710.0,2.0
FK-189129,12,Male,White or Caucasian,6,34233,2020,54233.0,2710.0,2.0
FK-253829,12,Male,White or Caucasian,6,34233,2020,54233.0,2710.0,4.0
FK-108067,12,Male,White or Caucasian,6,34233,2022,54233.0,2710.0,1.0
FK-108017,12,Male,White or Caucasian,6,34235,2022,48750.0,2083.0,1.0
FK-336121,12,Male,White or Caucasian,6,34237,2019,39390.0,4166.0,1.0
FK-107929,12,Female,White or Caucasian,6,34238,2019,56473.0,1323.0,4.0
FK-336092,12,Male,White or Caucasian,7,34238,2019,56473.0,1323.0,1.0
FK-336079,12,Male,White or Caucasian,7,34238,2019,56473.0,1323.0,1.0
FK-108084,12,Male,White or Caucasian,6,34238,2020,56473.0,1323.0,9.0
FK-189141,12,Male,White or Caucasian,6,34238,2020,56473.0,1323.0,4.0
FK-107999,12,Male,White or Caucasian,6,34238,2020,56473.0,1323.0,33.0
FK-107989,12,Male,White or Caucasian,6,34238,2020,56473.0,1323.0,33.0
FK-108045,12,Male,Asian,6,34238,2021,56473.0,1323.0,5.0
FK-107898,12,Male,White or Caucasian,6,34231,2021,43312.0,3209.0,2.0
FK-189193,12,Female,White or Caucasian,7,34231,2021,43312.0,3209.0,1.0
FK-189130,12,Male,White or Caucasian,6,34231,2019,43312.0,3209.0,4.0
FK-336082,12,Male,White or Caucasian,6,34231,2019,43312.0,3209.0,2.0
FK-336172,12,Male,White or Caucasian,7,34211,2019,82083.0,76.0,1.0
FK-253845,12,Male,White or Caucasian,6,34211,2020,82083.0,76.0,1.0
FK-253819,12,Male,White or Caucasian,6,34211,2020,82083.0,76.0,1.0
FK-189194,12,Male,White or Caucasian,7,34211,2021,82083.0,76.0,1.0
FK-108075,12,Female,White or Caucasian,6,34211,2021,82083.0,76.0,1.0
FK-108203,12,Male,Latino or Hispanic,6,34211,2022,82083.0,76.0,2.0
FK-336170,12,Female,Asian,6,34212,2019,87415.0,741.0,2.0
FK-336153,12,Male,White or Caucasian,7,34212,2019,87415.0,741.0,1.0
FK-189123,12,Male,White or Caucasian,6,34212,2021,87415.0,741.0,1.0
FK-189113,12,Male,White or Caucasian,7,34238,2021,56473.0,1323.0,1.0
FK-108220,12,Male,White or Caucasian,7,34219,2022,72158.0,121.0,18.0
FK-107968,12,Male,White or Caucasian,7,34219,2022,72158.0,121.0,13.0
FK-336136,12,Male,White or Caucasian,6,34221,2019,44571.0,718.0,1.0
FK-108087,12,Male,Black or African American,6,34221,2022,44571.0,718.0,2.0
FK-107967,12,Male,White or Caucasian,6,34228,2022,92560.0,1668.0,4.0
FK-253763,12,Female,White or Caucasian,7,34229,2019,73836.0,1199.0,7.0
FK-189124,12,Male,White or Caucasian,7,34229,2020,73836.0,1199.0,8.0
FK-108227,12,Male,White or Caucasian,7,34229,2021,73836.0,1199.0,22.0
FK-336114,12,Male,White or Caucasian,6,34231,2019,43312.0,3209.0,1.0
FK-253749,12,Male,White or Caucasian,7,34231,2019,43312.0,3209.0,2.0
FK-108208,12,Male,White or Caucasian,6,34219,2022,72158.0,121.0,4.0
FK-216995,12,Male,Asian,7,34684,2018,45071.0,3954.0,8.0
FK-108005,12,Male,White or Caucasian,7,34238,2021,56473.0,1323.0,3.0
FK-108077,12,Male,White or Caucasian,6,34239,2022,47374.0,3374.0,2.0
FK-006604,12,Male,White or Caucasian,6,34484,2022,48946.0,94.0,1.0
FK-009299,12,Male,White or Caucasian,7,34655,2019,55651.0,823.0,9.0
FK-142326,12,Male,White or Caucasian,6,34655,2021,55651.0,823.0,7.0
FK-142289,12,Male,White or Caucasian,6,34655,2021,55651.0,823.0,1.0
FK-142271,12,Female,White or Caucasian,6,34655,2021,55651.0,823.0,2.0
FK-217150,12,Male,White or Caucasian,6,34677,2019,58920.0,2101.0,6.0
FK-009120,12,Male,White or Caucasian,6,34677,2022,58920.0,2101.0,11.0
FK-009110,12,Male,Multi-Racial,6,34677,2022,58920.0,2101.0,7.0
FK-009034,12,Female,White or Caucasian,6,34677,2022,58920.0,2101.0,2.0
FK-217117,12,Female,White or Caucasian,6,34683,2019,66711.0,2954.0,1.0
FK-217125,12,Female,White or Caucasian,6,34683,2020,66711.0,2954.0,1.0
FK-217119,12,Male,White or Caucasian,6,34683,2020,66711.0,2954.0,1.0
FK-009223,12,Male,White or Caucasian,6,34683,2021,66711.0,2954.0,22.0
FK-009280,12,Male,White or Caucasian,7,34683,2021,66711.0,2954.0,4.0
FK-009239,12,Female,Asian,6,34683,2022,66711.0,2954.0,12.0
FK-009160,12,Female,White or Caucasian,6,34683,2022,66711.0,2954.0,14.0
FK-009154,12,Female,White or Caucasian,6,34683,2022,66711.0,2954.0,3.0
FK-009100,12,Male,White or Caucasian,6,34683,2022,66711.0,2954.0,2.0
FK-009032,12,Male,Latino or Hispanic,6,34683,2022,66711.0,2954.0,1.0
FK-189188,12,Male,White or Caucasian,6,34293,2021,48768.0,721.0,1.0
FK-108092,12,Female,White or Caucasian,6,34289,2022,42778.0,659.0,7.0
FK-107938,12,Male,White or Caucasian,7,34275,2022,50884.0,612.0,2.0
FK-253737,12,Male,White or Caucasian,6,34275,2020,50884.0,612.0,1.0
FK-336166,12,Male,White or Caucasian,7,34240,2018,80184.0,169.0,1.0
FK-336165,12,Male,White or Caucasian,7,34240,2018,80184.0,169.0,1.0
FK-336193,12,Male,White or Caucasian,7,34240,2018,80184.0,169.0,1.0
FK-108109,12,Male,White or Caucasian,7,34240,2021,80184.0,169.0,3.0
FK-108018,12,Male,White or Caucasian,6,34240,2022,80184.0,169.0,7.0
FK-107988,12,Male,White or Caucasian,6,34240,2022,80184.0,169.0,1.0
FK-108226,12,Male,White or Caucasian,6,34241,2020,66035.0,198.0,18.0
FK-108009,12,Female,White or Caucasian,6,34241,2020,66035.0,198.0,4.0
FK-189222,12,Female,White or Caucasian,6,34241,2020,66035.0,198.0,8.0
FK-107958,12,Male,White or Caucasian,7,34238,2022,56473.0,1323.0,2.0
FK-253811,12,Male,White or Caucasian,6,34241,2020,66035.0,198.0,3.0
FK-189119,12,Male,White or Caucasian,6,34241,2021,66035.0,198.0,2.0
FK-107998,12,Male,White or Caucasian,6,34241,2022,66035.0,198.0,4.0
FK-107978,12,Male,Latino or Hispanic,6,34241,2022,66035.0,198.0,2.0
FK-107977,12,Female,Multi-Racial,6,34241,2022,66035.0,198.0,6.0
FK-107918,12,Female,White or Caucasian,7,34241,2022,66035.0,198.0,3.0
FK-253742,12,Female,White or Caucasian,6,34242,2020,79833.0,2463.0,1.0
FK-107995,12,Male,Latino or Hispanic,7,34243,2021,58560.0,1496.0,1.0
FK-336213,12,Male,White or Caucasian,7,34251,2018,63304.0,22.0,4.0
FK-253857,12,Female,Latino or Hispanic,6,34275,2018,50884.0,612.0,2.0
FK-108099,12,Male,Multi-Racial,7,34241,2021,66035.0,198.0,6.0
FK-430526,12,Female,Multi-Racial,7,34211,2018,82083.0,76.0,1.0
FK-216340,12,Male,White or Caucasian,6,34772,2019,56219.0,235.0,3.0
FK-216255,12,Female,White or Caucasian,6,34772,2020,56219.0,235.0,12.0
FK-205442,12,Male,Latino or Hispanic,7,37075,2021,63464.0,998.0,9.0
FK-125479,12,Female,Latino or Hispanic,6,37075,2021,63464.0,998.0,10.0
FK-125474,12,Male,White or Caucasian,7,37075,2021,63464.0,998.0,16.0
FK-125419,12,Female,White or Caucasian,7,37075,2022,63464.0,998.0,5.0
FK-125362,12,Female,Multi-Racial,7,37075,2022,63464.0,998.0,4.0
FK-125134,12,Female,White or Caucasian,6,37075,2022,63464.0,998.0,4.0
FK-124585,12,Male,Black or African American,6,37075,2022,63464.0,998.0,1.0
FK-124315,12,Female,White or Caucasian,6,37075,2022,63464.0,998.0,1.0
FK-443319,12,Male,White or Caucasian,6,37076,2018,52249.0,1290.0,1.0
FK-395105,12,Male,Black or African American,7,37076,2018,52249.0,1290.0,1.0
FK-354107,12,Male,White or Caucasian,6,37076,2019,52249.0,1290.0,3.0
FK-204943,12,Female,Latino or Hispanic,6,37076,2021,52249.0,1290.0,1.0
FK-205523,12,Male,White or Caucasian,7,37080,2018,61824.0,151.0,9.0
FK-262223,12,Male,White or Caucasian,6,37080,2020,61824.0,151.0,4.0
FK-205532,12,Male,White or Caucasian,7,37085,2019,67944.0,72.0,4.0
FK-205444,12,Female,White or Caucasian,7,37085,2021,67944.0,72.0,4.0
FK-124725,12,Male,White or Caucasian,6,37085,2022,67944.0,72.0,1.0
FK-443352,12,Female,White or Caucasian,7,37087,2018,47594.0,248.0,2.0
FK-354386,12,Male,White or Caucasian,6,37087,2019,47594.0,248.0,1.0
FK-205443,12,Male,White or Caucasian,7,37075,2021,63464.0,998.0,5.0
FK-125513,12,Male,White or Caucasian,7,37075,2021,63464.0,998.0,12.0
FK-205500,12,Male,White or Caucasian,7,37075,2021,63464.0,998.0,17.0
FK-205501,12,Male,White or Caucasian,6,37075,2021,63464.0,998.0,7.0
FK-124535,12,Male,White or Caucasian,7,37043,2022,57443.0,356.0,1.0
FK-443293,12,Male,White or Caucasian,7,37066,2018,49632.0,373.0,2.0
FK-443039,12,Male,White or Caucasian,6,37066,2018,49632.0,373.0,1.0
FK-354011,12,Male,White or Caucasian,7,37066,2019,49632.0,373.0,1.0
FK-353936,12,Male,White or Caucasian,6,37066,2019,49632.0,373.0,3.0
FK-353848,12,Female,White or Caucasian,6,37066,2019,49632.0,373.0,3.0
FK-262156,12,Male,White or Caucasian,6,37066,2020,49632.0,373.0,4.0
FK-205453,12,Male,White or Caucasian,6,37066,2021,49632.0,373.0,4.0
FK-124595,12,Female,White or Caucasian,6,37066,2022,49632.0,373.0,1.0
FK-354058,12,Male,White or Caucasian,6,37087,2019,47594.0,248.0,1.0
FK-124565,12,Male,White or Caucasian,6,37069,2022,110798.0,511.0,1.0
FK-443233,12,Male,White or Caucasian,7,37075,2018,63464.0,998.0,1.0
FK-443054,12,Female,White or Caucasian,6,37075,2018,63464.0,998.0,6.0
FK-354230,12,Male,White or Caucasian,7,37075,2019,63464.0,998.0,2.0
FK-353787,12,Male,Multi-Racial,6,37075,2019,63464.0,998.0,1.0
FK-262227,12,Female,White or Caucasian,6,37075,2020,63464.0,998.0,1.0
FK-262218,12,Female,White or Caucasian,6,37075,2020,63464.0,998.0,1.0
FK-125553,12,Male,White or Caucasian,7,37075,2020,63464.0,998.0,15.0
FK-262054,12,Male,White or Caucasian,6,37075,2020,63464.0,998.0,2.0
FK-125563,12,Female,White or Caucasian,6,37075,2021,63464.0,998.0,19.0
FK-124949,12,Female,White or Caucasian,6,37073,2022,53943.0,263.0,2.0
FK-204573,12,Male,Multi-Racial,6,37043,2021,57443.0,356.0,1.0
FK-443521,12,Male,White or Caucasian,7,37115,2018,37200.0,1753.0,4.0
FK-125582,12,Male,White or Caucasian,7,37115,2019,37200.0,1753.0,14.0
FK-125506,12,Female,Asian,7,37122,2022,72168.0,415.0,14.0
FK-262121,12,Male,Black or African American,6,37128,2018,63337.0,721.0,13.0
FK-354053,12,Female,Latino or Hispanic,7,37128,2019,63337.0,721.0,4.0
FK-124943,12,Male,White or Caucasian,6,37128,2022,63337.0,721.0,1.0
FK-205534,12,Male,White or Caucasian,7,37129,2018,62295.0,601.0,4.0
FK-443079,12,Male,White or Caucasian,6,37129,2018,62295.0,601.0,1.0
FK-354069,12,Female,White or Caucasian,6,37129,2019,62295.0,601.0,1.0
FK-353673,12,Male,White or Caucasian,6,37129,2019,62295.0,601.0,1.0
FK-353659,12,Male,White or Caucasian,6,37129,2019,62295.0,601.0,2.0
FK-353583,12,Female,Black or African American,6,37129,2019,62295.0,601.0,3.0
FK-125554,12,Male,Black or African American,7,37129,2021,62295.0,601.0,6.0
FK-125432,12,Male,White or Caucasian,7,37129,2021,62295.0,601.0,3.0
FK-125459,12,Female,Black or African American,6,37129,2022,62295.0,601.0,8.0
FK-354247,12,Male,White or Caucasian,6,37130,2019,36934.0,995.0,1.0
FK-205377,12,Male,White or Caucasian,7,37135,2020,95580.0,259.0,5.0
FK-125540,12,Female,Multi-Racial,7,37135,2021,95580.0,259.0,9.0
FK-124455,12,Female,White or Caucasian,6,37135,2022,95580.0,259.0,1.0
FK-262586,12,Male,White or Caucasian,7,37138,2018,56504.0,1250.0,14.0
FK-205506,12,Male,Black or African American,6,37138,2019,56504.0,1250.0,5.0
FK-125552,12,Male,Black or African American,7,37122,2022,72168.0,415.0,10.0
FK-204627,12,Male,Black or African American,6,37122,2021,72168.0,415.0,1.0
FK-125349,12,Male,White or Caucasian,7,37122,2021,72168.0,415.0,2.0
FK-125491,12,Female,White or Caucasian,7,37122,2021,72168.0,415.0,11.0
FK-204827,12,Male,Black or African American,6,37115,2021,37200.0,1753.0,3.0
FK-443520,12,Male,White or Caucasian,6,37122,2018,72168.0,415.0,1.0
FK-353714,12,Female,White or Caucasian,6,37122,2018,72168.0,415.0,13.0
FK-443445,12,Male,White or Caucasian,7,37122,2018,72168.0,415.0,1.0
FK-353589,12,Female,White or Caucasian,7,37122,2018,72168.0,415.0,3.0
FK-443399,12,Female,White or Caucasian,6,37122,2018,72168.0,415.0,2.0
FK-262110,12,Male,White or Caucasian,7,37122,2018,72168.0,415.0,12.0
FK-353892,12,Female,White or Caucasian,6,37122,2018,72168.0,415.0,4.0
FK-443172,12,Female,White or Caucasian,6,37122,2018,72168.0,415.0,1.0
FK-125551,12,Male,White or Caucasian,6,37115,2019,37200.0,1753.0,19.0
FK-443097,12,Male,Black or African American,6,37122,2018,72168.0,415.0,1.0
FK-205287,12,Female,White or Caucasian,6,37122,2019,72168.0,415.0,2.0
FK-205448,12,Female,White or Caucasian,7,37122,2019,72168.0,415.0,4.0
FK-353842,12,Female,White or Caucasian,7,37122,2019,72168.0,415.0,6.0
FK-262177,12,Male,White or Caucasian,7,37122,2019,72168.0,415.0,12.0
FK-353605,12,Male,White or Caucasian,6,37122,2019,72168.0,415.0,7.0
FK-125559,12,Male,Asian,6,37122,2020,72168.0,415.0,19.0
FK-262160,12,Male,White or Caucasian,6,37122,2020,72168.0,415.0,1.0
FK-125557,12,Female,Black or African American,7,37122,2020,72168.0,415.0,22.0
FK-262074,12,Male,White or Caucasian,7,37122,2020,72168.0,415.0,1.0
FK-354167,12,Male,White or Caucasian,7,37122,2019,72168.0,415.0,2.0
FK-006657,12,Male,Black or African American,6,34772,2019,56219.0,235.0,10.0
FK-205365,12,Female,White or Caucasian,6,37043,2021,57443.0,356.0,3.0
FK-262178,12,Male,White or Caucasian,7,37043,2020,57443.0,356.0,2.0
FK-006586,12,Male,White or Caucasian,6,34787,2022,55875.0,668.0,1.0
FK-027796,12,Male,White or Caucasian,6,34945,2022,45640.0,23.0,1.0
FK-027718,12,Female,White or Caucasian,7,34945,2022,45640.0,23.0,1.0
FK-150493,12,Male,White or Caucasian,6,34946,2021,26250.0,412.0,2.0
FK-221697,12,Male,Black or African American,7,34947,2020,21472.0,1270.0,2.0
FK-221777,12,Male,Black or African American,7,34951,2020,40659.0,569.0,1.0
FK-221803,12,Female,White or Caucasian,6,34952,2020,40179.0,1647.0,2.0
FK-221728,12,Male,Black or African American,7,34952,2020,40179.0,1647.0,1.0
FK-150593,12,Male,White or Caucasian,6,34952,2021,40179.0,1647.0,1.0
FK-150787,12,Male,White or Caucasian,7,34953,2019,51167.0,2584.0,5.0
FK-150597,12,Female,White or Caucasian,7,34953,2021,51167.0,2584.0,3.0
FK-027292,12,Male,Latino or Hispanic,6,34953,2021,51167.0,2584.0,4.0
FK-150457,12,Female,White or Caucasian,6,34957,2021,44487.0,1354.0,1.0
FK-221805,12,Female,White or Caucasian,7,34974,2020,36990.0,59.0,1.0
FK-150662,12,Female,White or Caucasian,7,34974,2020,36990.0,59.0,1.0
FK-222026,12,Female,Latino or Hispanic,6,34986,2020,56167.0,1197.0,1.0
FK-221800,12,Female,Black or African American,7,34986,2020,56167.0,1197.0,1.0
FK-150829,12,Male,White or Caucasian,7,34990,2019,76203.0,299.0,3.0
FK-150817,12,Female,White or Caucasian,7,34990,2019,76203.0,299.0,1.0
FK-006688,12,Female,White or Caucasian,7,34787,2022,55875.0,668.0,4.0
FK-006413,12,Female,White or Caucasian,7,34787,2021,55875.0,668.0,5.0
FK-006483,12,Female,Multi-Racial,7,34787,2021,55875.0,668.0,4.0
FK-140741,12,Male,Latino or Hispanic,6,34787,2021,55875.0,668.0,1.0
FK-006485,12,Male,Black or African American,6,34772,2021,56219.0,235.0,1.0
FK-006442,12,Female,Black or African American,7,34772,2022,56219.0,235.0,2.0
FK-006715,12,Male,White or Caucasian,7,34773,2019,45282.0,8.0,16.0
FK-006726,12,Female,Asian,7,34773,2019,45282.0,8.0,14.0
FK-140808,12,Male,Latino or Hispanic,6,34773,2021,45282.0,8.0,17.0
FK-375653,12,Male,White or Caucasian,6,34786,2018,95871.0,1411.0,1.0
FK-272347,12,Female,White or Caucasian,6,34786,2018,95871.0,1411.0,5.0
FK-272267,12,Female,Asian,7,34786,2018,95871.0,1411.0,6.0
FK-216358,12,Male,White or Caucasian,6,34786,2020,95871.0,1411.0,1.0
FK-357379,12,Female,White or Caucasian,7,34990,2019,76203.0,299.0,1.0
FK-006574,12,Female,Asian,6,34786,2022,95871.0,1411.0,2.0
FK-375551,12,Male,White or Caucasian,6,34787,2018,55875.0,668.0,4.0
FK-375388,12,Male,White or Caucasian,7,34787,2018,55875.0,668.0,1.0
FK-272437,12,Male,White or Caucasian,6,34787,2019,55875.0,668.0,6.0
FK-272322,12,Male,White or Caucasian,6,34787,2019,55875.0,668.0,1.0
FK-006695,12,Female,Multi-Racial,6,34787,2020,55875.0,668.0,7.0
FK-216363,12,Male,White or Caucasian,6,34787,2020,55875.0,668.0,3.0
FK-006655,12,Male,Latino or Hispanic,6,34787,2020,55875.0,668.0,7.0
FK-140853,12,Male,Black or African American,7,34787,2020,55875.0,668.0,6.0
FK-140851,12,Male,Multi-Racial,7,34787,2020,55875.0,668.0,12.0
FK-272446,12,Male,White or Caucasian,6,34787,2018,55875.0,668.0,7.0
FK-262095,12,Female,White or Caucasian,7,37043,2020,57443.0,356.0,1.0
FK-356931,12,Female,White or Caucasian,6,34990,2019,76203.0,299.0,2.0
FK-221852,12,Male,White or Caucasian,6,34990,2020,76203.0,299.0,9.0
FK-064354,12,Male,White or Caucasian,6,36549,2020,43598.0,153.0,7.0
FK-398958,12,Female,White or Caucasian,7,36693,2018,55560.0,1416.0,1.0
FK-205535,12,Male,Asian,6,37027,2019,114257.0,890.0,14.0
FK-262185,12,Male,Asian,6,37027,2019,114257.0,890.0,7.0
FK-262150,12,Female,White or Caucasian,7,37027,2020,114257.0,890.0,1.0
FK-205455,12,Female,White or Caucasian,6,37027,2021,114257.0,890.0,5.0
FK-443272,12,Male,White or Caucasian,7,37040,2018,44843.0,486.0,1.0
FK-353593,12,Female,White or Caucasian,6,37040,2018,44843.0,486.0,2.0
FK-443140,12,Male,White or Caucasian,7,37040,2018,44843.0,486.0,1.0
FK-262094,12,Male,White or Caucasian,7,37040,2019,44843.0,486.0,3.0
FK-262260,12,Female,White or Caucasian,6,37040,2019,44843.0,486.0,6.0
FK-125515,12,Male,White or Caucasian,7,37040,2020,44843.0,486.0,6.0
FK-262170,12,Male,White or Caucasian,7,37042,2018,46477.0,1097.0,19.0
FK-262239,12,Male,White or Caucasian,6,37042,2019,46477.0,1097.0,3.0
FK-443430,12,Male,White or Caucasian,7,37043,2018,57443.0,356.0,2.0
FK-262143,12,Male,Asian,6,37043,2019,57443.0,356.0,9.0
