Contact ID,Age,Gender,Ethnicity,Grade Level,Zip Code,Participation Year,MediHouseIncome,PopDensity,count
FK-148902,13,Male,White or Caucasian,7,70806,2021,38504.0,3234.0,1.0
FK-235133,13,Female,Black or African American,8,32501,2020,27677.0,3083.0,1.0
FK-064327,13,Male,Black or African American,6,32501,2022,27677.0,3083.0,9.0
FK-027374,13,Male,White or Caucasian,7,33065,2022,46993.0,6235.0,2.0
FK-420171,13,Female,White or Caucasian,7,34114,2018,53781.0,68.0,1.0
FK-150725,13,Male,Multi-Racial,7,33027,2021,61464.0,4296.0,1.0
FK-036537,13,Female,White or Caucasian,7,29455,2022,60954.0,191.0,1.0
FK-421396,13,Male,White or Caucasian,8,32259,2018,96166.0,675.0,2.0
FK-366542,13,Male,Black or African American,6,74106,2019,20246.0,2330.0,1.0
FK-265210,13,Female,Latino or Hispanic,6,74106,2018,20246.0,2330.0,3.0
FK-227252,13,Male,White or Caucasian,7,29464,2019,68721.0,1467.0,7.0
FK-011392,13,Male,White or Caucasian,7,29510,2021,25010.0,36.0,7.0
FK-274361,13,Male,White or Caucasian,7,29526,2018,41108.0,212.0,1.0
FK-143521,13,Male,White or Caucasian,7,29527,2019,35927.0,142.0,3.0
FK-366522,13,Male,Black or African American,7,74106,2019,20246.0,2330.0,1.0
FK-227218,13,Male,Multi-Racial,7,29464,2019,68721.0,1467.0,3.0
FK-327710,13,Male,Black or African American,7,32259,2019,96166.0,675.0,16.0
FK-143498,13,Male,Multi-Racial,7,29527,2021,35927.0,142.0,2.0
FK-011391,13,Male,White or Caucasian,7,29566,2022,42919.0,500.0,2.0
FK-390847,13,Female,White or Caucasian,7,29464,2018,68721.0,1467.0,1.0
FK-390854,13,Male,White or Caucasian,8,29464,2018,68721.0,1467.0,2.0
FK-155559,13,Female,White or Caucasian,7,29464,2018,68721.0,1467.0,9.0
FK-148973,13,Male,White or Caucasian,8,70816,2021,50057.0,2710.0,1.0
FK-150811,13,Male,Latino or Hispanic,8,33027,2020,61464.0,4296.0,3.0
FK-221820,13,Female,Black or African American,8,33027,2020,61464.0,4296.0,1.0
FK-290001,13,Male,White or Caucasian,7,29464,2019,68721.0,1467.0,4.0
FK-264684,13,Female,Latino or Hispanic,6,74106,2019,20246.0,2330.0,2.0
FK-366292,13,Female,Black or African American,6,74106,2019,20246.0,2330.0,1.0
FK-327104,13,Female,White or Caucasian,8,32259,2019,96166.0,675.0,5.0
FK-036487,13,Female,White or Caucasian,8,29464,2022,68721.0,1467.0,2.0
FK-036547,13,Female,White or Caucasian,7,29464,2022,68721.0,1467.0,1.0
FK-036557,13,Male,White or Caucasian,6,29464,2022,68721.0,1467.0,4.0
FK-036814,13,Male,White or Caucasian,7,29464,2022,68721.0,1467.0,5.0
FK-423834,13,Female,White or Caucasian,8,32407,2018,51328.0,674.0,1.0
FK-036829,13,Male,White or Caucasian,8,29464,2022,68721.0,1467.0,2.0
FK-155496,13,Male,White or Caucasian,6,29464,2021,68721.0,1467.0,10.0
FK-036856,13,Female,White or Caucasian,8,29464,2020,68721.0,1467.0,2.0
FK-227216,13,Male,White or Caucasian,6,29464,2020,68721.0,1467.0,2.0
FK-182547,13,Male,Asian,6,32259,2019,96166.0,675.0,13.0
FK-289872,13,Male,White or Caucasian,7,29464,2019,68721.0,1467.0,2.0
FK-327395,13,Male,White or Caucasian,7,32259,2019,96166.0,675.0,1.0
FK-390936,13,Male,White or Caucasian,8,29464,2018,68721.0,1467.0,2.0
FK-290227,13,Male,White or Caucasian,8,29464,2018,68721.0,1467.0,8.0
FK-011264,13,Male,White or Caucasian,8,29566,2022,42919.0,500.0,2.0
FK-011409,13,Male,Black or African American,6,29568,2022,43304.0,133.0,3.0
FK-027913,13,Male,White or Caucasian,6,33026,2021,69313.0,6290.0,2.0
FK-179841,13,Female,White or Caucasian,8,34113,2021,48281.0,641.0,2.0
FK-027592,13,Male,Black or African American,7,33025,2022,51822.0,5458.0,2.0
FK-036477,13,Male,White or Caucasian,7,29456,2022,48801.0,1528.0,1.0
FK-390924,13,Male,Black or African American,7,29456,2018,48801.0,1528.0,1.0
FK-391004,13,Female,Native American,8,29456,2018,48801.0,1528.0,3.0
FK-366507,13,Male,Latino or Hispanic,7,74110,2018,28005.0,2512.0,2.0
FK-455067,13,Male,Latino or Hispanic,7,74110,2018,28005.0,2512.0,1.0
FK-366288,13,Male,Latino or Hispanic,7,74110,2018,28005.0,2512.0,2.0
FK-264690,13,Male,Latino or Hispanic,6,74110,2019,28005.0,2512.0,2.0
FK-264755,13,Female,Latino or Hispanic,6,74110,2020,28005.0,2512.0,1.0
FK-264749,13,Female,Latino or Hispanic,6,74110,2020,28005.0,2512.0,1.0
FK-420984,13,Male,Asian,7,32259,2018,96166.0,675.0,1.0
FK-264639,13,Male,Latino or Hispanic,6,74110,2020,28005.0,2512.0,1.0
FK-421392,13,Male,White or Caucasian,7,32259,2018,96166.0,675.0,1.0
FK-221853,13,Male,White or Caucasian,8,33027,2020,61464.0,4296.0,1.0
FK-327608,13,Male,White or Caucasian,6,32259,2018,96166.0,675.0,8.0
FK-420898,13,Male,White or Caucasian,6,32259,2018,96166.0,675.0,1.0
FK-011482,13,Female,White or Caucasian,7,29576,2019,45905.0,668.0,2.0
FK-011312,13,Male,Black or African American,9,29568,2022,43304.0,133.0,3.0
FK-384531,13,Male,White or Caucasian,8,70817,2018,88490.0,1211.0,1.0
FK-391160,13,Male,White or Caucasian,7,29464,2018,68721.0,1467.0,1.0
FK-290044,13,Female,White or Caucasian,6,29464,2018,68721.0,1467.0,3.0
FK-299122,13,Female,Asian,6,70817,2019,88490.0,1211.0,1.0
FK-328350,13,Male,Multi-Racial,7,32259,2019,96166.0,675.0,1.0
FK-011215,13,Female,Black or African American,9,29568,2022,43304.0,133.0,3.0
FK-420703,13,Male,Latino or Hispanic,7,32259,2018,96166.0,675.0,1.0
FK-143390,13,Male,White or Caucasian,7,29575,2021,43127.0,1536.0,1.0
FK-390957,13,Male,White or Caucasian,6,29461,2018,47392.0,185.0,1.0
FK-036804,13,Male,White or Caucasian,6,29458,2021,36993.0,16.0,2.0
FK-265215,13,Male,Latino or Hispanic,6,74110,2018,28005.0,2512.0,3.0
FK-265187,13,Male,Latino or Hispanic,6,74110,2018,28005.0,2512.0,3.0
FK-366173,13,Male,Latino or Hispanic,7,74110,2018,28005.0,2512.0,2.0
FK-366135,13,Female,Latino or Hispanic,7,74110,2018,28005.0,2512.0,2.0
FK-423892,13,Male,White or Caucasian,8,32413,2018,52236.0,180.0,1.0
FK-011600,13,Male,Asian,6,29205,2018,42721.0,3776.0,7.0
FK-011343,13,Female,White or Caucasian,8,28560,2022,46376.0,246.0,1.0
FK-420034,13,Male,White or Caucasian,7,34119,2018,73875.0,1128.0,6.0
FK-006717,13,Male,White or Caucasian,8,32792,2018,40137.0,3817.0,12.0
FK-160966,13,Male,Asian,7,70131,2020,50934.0,2512.0,3.0
FK-307550,13,Male,White or Caucasian,7,28403,2018,34356.0,2563.0,4.0
FK-061296,13,Female,Black or African American,6,28401,2022,27702.0,914.0,2.0
FK-046573,13,Male,White or Caucasian,7,70131,2018,50934.0,2512.0,8.0
FK-189152,13,Female,White or Caucasian,6,34212,2021,87415.0,741.0,3.0
FK-189147,13,Female,White or Caucasian,6,34212,2021,87415.0,741.0,1.0
FK-234744,13,Female,White or Caucasian,8,28401,2020,27702.0,914.0,1.0
FK-169194,13,Male,Black or African American,8,28401,2020,27702.0,914.0,6.0
FK-330704,13,Male,Multi-Racial,7,28390,2018,39413.0,338.0,4.0
FK-106163,13,Male,White or Caucasian,6,28387,2022,47982.0,478.0,1.0
FK-358657,13,Male,White or Caucasian,7,28387,2018,47982.0,478.0,3.0
FK-447882,13,Male,White or Caucasian,8,28387,2018,47982.0,478.0,3.0
FK-358600,13,Male,White or Caucasian,7,28387,2018,47982.0,478.0,3.0
FK-107969,13,Female,White or Caucasian,8,34219,2021,72158.0,121.0,1.0
FK-336210,13,Male,White or Caucasian,8,34221,2018,44571.0,718.0,8.0
FK-182978,13,Female,Latino or Hispanic,6,72762,2019,56195.0,590.0,23.0
FK-272183,13,Female,White or Caucasian,8,32792,2018,40137.0,3817.0,7.0
FK-307506,13,Male,White or Caucasian,7,28403,2019,34356.0,2563.0,2.0
FK-307497,13,Male,White or Caucasian,7,28403,2019,34356.0,2563.0,2.0
FK-046457,13,Male,Black or African American,8,70131,2021,50934.0,2512.0,7.0
FK-169169,13,Male,Asian,7,28405,2021,51580.0,1211.0,3.0
FK-140834,13,Female,White or Caucasian,7,32703,2021,47355.0,910.0,1.0
FK-272340,13,Female,White or Caucasian,7,32707,2019,48043.0,3645.0,2.0
FK-189132,13,Female,Asian,7,34211,2021,82083.0,76.0,1.0
FK-140823,13,Male,White or Caucasian,7,32707,2021,48043.0,3645.0,2.0
FK-108140,13,Male,Native American,7,34211,2022,82083.0,76.0,1.0
FK-169191,13,Male,White or Caucasian,6,28405,2021,51580.0,1211.0,2.0
FK-234761,13,Male,White or Caucasian,8,28405,2020,51580.0,1211.0,1.0
FK-182957,13,Male,White or Caucasian,7,72762,2020,56195.0,590.0,13.0
FK-061330,13,Female,Asian,7,28405,2020,51580.0,1211.0,9.0
FK-108035,13,Male,White or Caucasian,7,34211,2022,82083.0,76.0,4.0
FK-006395,13,Male,White or Caucasian,8,32792,2021,40137.0,3817.0,3.0
FK-006645,13,Male,White or Caucasian,8,32792,2021,40137.0,3817.0,6.0
FK-061260,13,Female,White or Caucasian,7,28403,2021,34356.0,2563.0,2.0
FK-169012,13,Female,White or Caucasian,6,28403,2021,34356.0,2563.0,1.0
FK-169174,13,Male,White or Caucasian,8,28403,2021,34356.0,2563.0,2.0
FK-234741,13,Male,White or Caucasian,8,28403,2020,34356.0,2563.0,1.0
FK-307488,13,Male,White or Caucasian,7,28403,2019,34356.0,2563.0,2.0
FK-406289,13,Female,White or Caucasian,7,28405,2018,51580.0,1211.0,1.0
FK-108065,13,Female,White or Caucasian,6,34221,2022,44571.0,718.0,3.0
FK-455288,13,Male,Multi-Racial,7,74133,2018,56199.0,3155.0,1.0
FK-107979,13,Male,White or Caucasian,7,34228,2021,92560.0,1668.0,4.0
FK-106193,13,Male,Latino or Hispanic,8,28374,2022,71980.0,720.0,2.0
FK-106195,13,Male,White or Caucasian,8,28374,2022,71980.0,720.0,3.0
FK-187947,13,Male,White or Caucasian,7,28374,2021,71980.0,720.0,2.0
FK-205572,13,Female,Black or African American,6,28374,2021,71980.0,720.0,1.0
FK-253305,13,Female,White or Caucasian,6,28374,2020,71980.0,720.0,4.0
FK-272209,13,Male,Latino or Hispanic,7,32714,2018,49257.0,4083.0,3.0
FK-253799,13,Male,Asian,7,34233,2020,54233.0,2710.0,9.0
FK-140858,13,Male,White or Caucasian,6,32714,2021,49257.0,4083.0,1.0
FK-106130,13,Male,White or Caucasian,8,28374,2022,71980.0,720.0,1.0
FK-358770,13,Female,Asian,6,28374,2019,71980.0,720.0,1.0
FK-096473,13,Male,White or Caucasian,6,72762,2021,56195.0,590.0,1.0
FK-359019,13,Female,White or Caucasian,8,28374,2019,71980.0,720.0,2.0
FK-253314,13,Female,White or Caucasian,7,28374,2018,71980.0,720.0,6.0
FK-108069,13,Male,White or Caucasian,7,34233,2021,54233.0,2710.0,4.0
FK-107950,13,Male,White or Caucasian,7,34233,2021,54233.0,2710.0,2.0
FK-447708,13,Male,White or Caucasian,7,28374,2018,71980.0,720.0,1.0
FK-358946,13,Female,White or Caucasian,7,28374,2018,71980.0,720.0,4.0
FK-187964,13,Male,Multi-Racial,7,28374,2018,71980.0,720.0,11.0
FK-006475,13,Female,Multi-Racial,8,32714,2022,49257.0,4083.0,11.0
FK-169062,13,Male,White or Caucasian,7,28405,2021,51580.0,1211.0,1.0
FK-182967,13,Male,Multi-Racial,7,72762,2021,56195.0,590.0,4.0
FK-230573,13,Female,Multi-Racial,7,70128,2020,40168.0,3511.0,1.0
FK-250083,13,Male,White or Caucasian,6,72762,2020,56195.0,590.0,3.0
FK-106189,13,Male,White or Caucasian,8,28376,2022,49298.0,263.0,2.0
FK-105917,13,Male,White or Caucasian,8,28376,2021,49298.0,263.0,3.0
FK-365433,13,Female,White or Caucasian,8,74133,2019,56199.0,3155.0,1.0
FK-210493,13,Female,White or Caucasian,7,74133,2021,56199.0,3155.0,1.0
FK-130093,13,Female,White or Caucasian,7,74133,2021,56199.0,3155.0,2.0
FK-210419,13,Female,White or Caucasian,7,74133,2021,56199.0,3155.0,1.0
FK-210389,13,Female,White or Caucasian,6,74133,2021,56199.0,3155.0,1.0
FK-398409,13,Male,Black or African American,7,70128,2018,40168.0,3511.0,1.0
FK-272274,13,Female,Black or African American,8,32708,2018,65751.0,2279.0,3.0
FK-006518,13,Male,Black or African American,6,32708,2022,65751.0,2279.0,4.0
FK-253798,13,Male,White or Caucasian,8,34231,2018,43312.0,3209.0,4.0
FK-006423,13,Male,White or Caucasian,8,32708,2022,65751.0,2279.0,2.0
FK-375618,13,Male,White or Caucasian,7,32712,2018,63347.0,700.0,3.0
FK-006545,13,Female,Black or African American,7,32712,2022,63347.0,700.0,1.0
FK-096911,13,Female,Multi-Racial,8,72762,2021,56195.0,590.0,19.0
FK-046603,13,Male,Multi-Racial,6,70128,2022,40168.0,3511.0,7.0
FK-108152,13,Male,White or Caucasian,6,34232,2022,50249.0,2823.0,7.0
FK-140876,13,Male,White or Caucasian,7,32708,2021,65751.0,2279.0,6.0
FK-216210,13,Male,White or Caucasian,8,32703,2020,47355.0,910.0,2.0
FK-375432,13,Male,White or Caucasian,7,32701,2018,48745.0,3842.0,1.0
FK-385238,13,Male,White or Caucasian,7,72903,2018,45123.0,1560.0,1.0
FK-329010,13,Female,White or Caucasian,7,32570,2018,47649.0,90.0,2.0
FK-064217,13,Female,White or Caucasian,8,32570,2022,47649.0,90.0,1.0
FK-064212,13,Male,Multi-Racial,6,32570,2022,47649.0,90.0,2.0
FK-328848,13,Male,White or Caucasian,7,32571,2018,62570.0,278.0,5.0
FK-423683,13,Male,White or Caucasian,6,32571,2018,62570.0,278.0,1.0
FK-061136,13,Female,White or Caucasian,6,28409,2022,74633.0,1314.0,1.0
FK-061141,13,Male,White or Caucasian,6,28409,2022,74633.0,1314.0,2.0
FK-006632,13,Female,White or Caucasian,7,32806,2019,51996.0,3726.0,10.0
FK-169542,13,Male,White or Caucasian,7,32569,2021,51695.0,2777.0,1.0
FK-061146,13,Male,White or Caucasian,6,28409,2022,74633.0,1314.0,1.0
FK-182998,13,Male,Latino or Hispanic,7,72762,2018,56195.0,590.0,19.0
FK-253832,13,Male,White or Caucasian,8,34205,2019,36673.0,4573.0,2.0
FK-061240,13,Female,White or Caucasian,7,28409,2022,74633.0,1314.0,1.0
FK-169000,13,Male,White or Caucasian,8,28409,2021,74633.0,1314.0,2.0
FK-169006,13,Male,White or Caucasian,7,28409,2021,74633.0,1314.0,1.0
FK-169028,13,Male,White or Caucasian,6,28409,2021,74633.0,1314.0,1.0
FK-169048,13,Female,White or Caucasian,6,28409,2021,74633.0,1314.0,1.0
FK-061321,13,Female,Asian,8,28409,2021,74633.0,1314.0,4.0
FK-061238,13,Male,White or Caucasian,6,28409,2022,74633.0,1314.0,1.0
FK-169182,13,Male,White or Caucasian,7,28409,2021,74633.0,1314.0,2.0
FK-235279,13,Male,Black or African American,6,32569,2020,51695.0,2777.0,1.0
FK-329071,13,Male,Black or African American,7,32567,2019,40821.0,25.0,8.0
FK-129509,13,Female,Latino or Hispanic,7,74129,2022,39163.0,4554.0,1.0
FK-189085,13,Male,White or Caucasian,8,34202,2020,89756.0,834.0,3.0
FK-153474,13,Female,White or Caucasian,7,70447,2021,96146.0,324.0,1.0
FK-006445,13,Male,White or Caucasian,7,32817,2021,44823.0,3128.0,3.0
FK-006642,13,Male,Latino or Hispanic,6,32817,2019,44823.0,3128.0,7.0
FK-216242,13,Male,Black or African American,6,32817,2018,44823.0,3128.0,2.0
FK-235076,13,Male,White or Caucasian,8,32566,2020,65064.0,837.0,1.0
FK-230560,13,Male,White or Caucasian,6,70435,2020,59045.0,159.0,9.0
FK-064363,13,Male,White or Caucasian,7,32568,2018,51786.0,20.0,10.0
FK-169584,13,Male,White or Caucasian,6,32566,2021,65064.0,837.0,6.0
FK-064242,13,Male,White or Caucasian,8,32566,2022,65064.0,837.0,1.0
FK-216323,13,Female,Asian,7,32814,2020,96766.0,4658.0,2.0
FK-272228,13,Male,Black or African American,6,32812,2019,45934.0,3822.0,1.0
FK-210279,13,Male,Black or African American,7,74130,2021,31489.0,508.0,1.0
FK-064227,13,Male,White or Caucasian,8,32566,2022,65064.0,837.0,1.0
FK-064153,13,Male,White or Caucasian,8,32566,2022,65064.0,837.0,2.0
FK-064123,13,Male,White or Caucasian,8,32566,2022,65064.0,837.0,1.0
FK-416548,13,Male,White or Caucasian,6,73012,2018,89927.0,724.0,1.0
FK-169572,13,Male,Black or African American,7,32566,2021,65064.0,837.0,2.0
FK-096929,13,Male,Multi-Racial,7,72762,2022,56195.0,590.0,10.0
FK-061325,13,Female,White or Caucasian,8,28409,2021,74633.0,1314.0,3.0
FK-234723,13,Female,White or Caucasian,8,28409,2020,74633.0,1314.0,1.0
FK-253779,13,Male,White or Caucasian,8,34211,2018,82083.0,76.0,2.0
FK-321426,13,Male,Native American,7,73008,2019,41882.0,2540.0,3.0
FK-272320,13,Male,White or Caucasian,8,32803,2019,53101.0,2741.0,1.0
FK-307686,13,Male,White or Caucasian,7,28409,2018,74633.0,1314.0,4.0
FK-253785,13,Male,White or Caucasian,8,34211,2020,82083.0,76.0,3.0
FK-253771,13,Male,White or Caucasian,7,34211,2020,82083.0,76.0,4.0
FK-108224,13,Male,Asian,7,34211,2021,82083.0,76.0,10.0
FK-250316,13,Male,White or Caucasian,7,72762,2018,56195.0,590.0,7.0
FK-079298,13,Male,White or Caucasian,7,73008,2022,41882.0,2540.0,1.0
FK-423395,13,Male,White or Caucasian,7,72762,2018,56195.0,590.0,3.0
FK-423275,13,Female,White or Caucasian,7,72762,2018,56195.0,590.0,1.0
FK-423787,13,Female,Asian,8,32578,2018,73218.0,1251.0,1.0
FK-328653,13,Male,White or Caucasian,8,72762,2018,56195.0,590.0,8.0
FK-423784,13,Male,White or Caucasian,7,32578,2018,73218.0,1251.0,1.0
FK-423778,13,Male,White or Caucasian,6,32578,2018,73218.0,1251.0,1.0
FK-169056,13,Female,Black or African American,6,28405,2021,51580.0,1211.0,1.0
FK-006448,13,Female,White or Caucasian,8,32792,2022,40137.0,3817.0,2.0
FK-423808,13,Male,White or Caucasian,8,32583,2018,51898.0,177.0,4.0
FK-169041,13,Female,Latino or Hispanic,7,28405,2021,51580.0,1211.0,1.0
FK-234701,13,Female,White or Caucasian,8,28409,2020,74633.0,1314.0,1.0
FK-272185,13,Male,Multi-Racial,8,32803,2019,53101.0,2741.0,3.0
FK-140838,13,Male,White or Caucasian,8,32803,2021,53101.0,2741.0,2.0
FK-234734,13,Female,White or Caucasian,8,28409,2020,74633.0,1314.0,3.0
FK-307434,13,Female,White or Caucasian,7,28409,2019,74633.0,1314.0,1.0
FK-328624,13,Female,White or Caucasian,8,72762,2018,56195.0,590.0,7.0
FK-006265,13,Male,Multi-Racial,8,32803,2021,53101.0,2741.0,3.0
FK-235259,13,Female,Latino or Hispanic,6,32571,2019,62570.0,278.0,5.0
FK-406251,13,Female,White or Caucasian,8,28409,2018,74633.0,1314.0,1.0
FK-406283,13,Male,Black or African American,7,28409,2018,74633.0,1314.0,1.0
FK-307579,13,Male,White or Caucasian,7,28409,2018,74633.0,1314.0,3.0
FK-307668,13,Male,White or Caucasian,7,28409,2018,74633.0,1314.0,3.0
FK-234868,13,Female,White or Caucasian,7,28409,2018,74633.0,1314.0,3.0
FK-406432,13,Male,White or Caucasian,8,28409,2018,74633.0,1314.0,1.0
FK-329034,13,Male,Asian,8,32571,2019,62570.0,278.0,1.0
FK-235085,13,Male,White or Caucasian,7,32571,2020,62570.0,278.0,1.0
FK-064346,13,Male,White or Caucasian,6,32571,2021,62570.0,278.0,12.0
FK-169592,13,Female,White or Caucasian,7,32571,2021,62570.0,278.0,1.0
FK-169577,13,Male,Latino or Hispanic,8,32571,2021,62570.0,278.0,1.0
FK-307631,13,Male,White or Caucasian,7,28409,2018,74633.0,1314.0,6.0
FK-406459,13,Male,White or Caucasian,8,28409,2018,74633.0,1314.0,1.0
FK-307575,13,Male,White or Caucasian,7,28409,2018,74633.0,1314.0,3.0
FK-006508,13,Male,Black or African American,7,32789,2022,63398.0,3151.0,1.0
FK-189114,13,Female,White or Caucasian,7,34233,2021,54233.0,2710.0,4.0
FK-216320,13,Male,White or Caucasian,6,32789,2020,63398.0,3151.0,2.0
FK-038337,13,Female,Asian,7,28277,2022,91989.0,2550.0,6.0
FK-038367,13,Female,White or Caucasian,7,28277,2022,91989.0,2550.0,1.0
FK-038377,13,Male,Latino or Hispanic,7,28277,2022,91989.0,2550.0,1.0
FK-038699,13,Male,White or Caucasian,7,28277,2022,91989.0,2550.0,4.0
FK-038876,13,Female,Asian,8,28277,2022,91989.0,2550.0,3.0
FK-038956,13,Male,Black or African American,8,28277,2022,91989.0,2550.0,2.0
FK-039038,13,Male,White or Caucasian,7,28277,2022,91989.0,2550.0,4.0
FK-039085,13,Male,Asian,8,28277,2022,91989.0,2550.0,2.0
FK-038327,13,Female,Asian,7,28277,2022,91989.0,2550.0,6.0
FK-039105,13,Female,Black or African American,7,28277,2022,91989.0,2550.0,6.0
FK-039323,13,Male,Asian,8,28277,2022,91989.0,2550.0,14.0
FK-273889,13,Male,White or Caucasian,8,34638,2019,75617.0,418.0,1.0
FK-039325,13,Female,White or Caucasian,7,28277,2022,91989.0,2550.0,8.0
FK-155566,13,Male,Asian,7,28277,2021,91989.0,2550.0,12.0
FK-156431,13,Male,White or Caucasian,7,28277,2021,91989.0,2550.0,1.0
FK-156474,13,Female,Multi-Racial,7,28277,2021,91989.0,2550.0,2.0
FK-156517,13,Male,Black or African American,7,28277,2021,91989.0,2550.0,1.0
FK-156526,13,Male,White or Caucasian,8,28277,2021,91989.0,2550.0,3.0
FK-039260,13,Male,Asian,7,28277,2022,91989.0,2550.0,12.0
FK-038525,13,Female,Black or African American,7,28277,2021,91989.0,2550.0,2.0
FK-038307,13,Male,White or Caucasian,7,28277,2022,91989.0,2550.0,1.0
FK-108114,13,Male,White or Caucasian,7,34287,2022,40601.0,1528.0,1.0
FK-006535,13,Female,Multi-Racial,7,32757,2022,49912.0,653.0,5.0
FK-130229,13,Male,Latino or Hispanic,6,74135,2022,44859.0,3424.0,1.0
FK-130219,13,Male,Latino or Hispanic,6,74135,2022,44859.0,3424.0,1.0
FK-130209,13,Male,Black or African American,6,74135,2022,44859.0,3424.0,1.0
FK-130199,13,Male,Latino or Hispanic,6,74135,2022,44859.0,3424.0,1.0
FK-129564,13,Male,Latino or Hispanic,6,74135,2022,44859.0,3424.0,1.0
FK-129554,13,Male,Latino or Hispanic,6,74135,2022,44859.0,3424.0,1.0
FK-129544,13,Male,Latino or Hispanic,6,74135,2022,44859.0,3424.0,1.0
FK-038117,13,Male,Asian,8,28277,2022,91989.0,2550.0,2.0
FK-398477,13,Male,White or Caucasian,7,70125,2018,38912.0,6180.0,1.0
FK-253781,13,Male,White or Caucasian,7,34243,2020,58560.0,1496.0,1.0
FK-253759,13,Male,Multi-Racial,7,34243,2020,58560.0,1496.0,2.0
FK-108039,13,Female,Latino or Hispanic,7,34243,2021,58560.0,1496.0,3.0
FK-108104,13,Male,White or Caucasian,7,34243,2022,58560.0,1496.0,2.0
FK-189107,13,Male,White or Caucasian,7,34251,2021,63304.0,22.0,1.0
FK-336122,13,Female,Latino or Hispanic,6,34275,2019,50884.0,612.0,2.0
FK-189186,13,Male,White or Caucasian,8,34286,2021,57520.0,1202.0,1.0
FK-108154,13,Female,Latino or Hispanic,6,34287,2022,40601.0,1528.0,4.0
FK-108089,13,Female,White or Caucasian,7,34242,2022,79833.0,2463.0,1.0
FK-140559,13,Male,White or Caucasian,8,32751,2021,71561.0,2836.0,1.0
FK-156576,13,Male,White or Caucasian,7,28277,2021,91989.0,2550.0,2.0
FK-273916,13,Female,White or Caucasian,7,34677,2019,58920.0,2101.0,2.0
FK-391359,13,Male,White or Caucasian,8,28277,2018,91989.0,2550.0,4.0
FK-391427,13,Male,Asian,7,28277,2018,91989.0,2550.0,3.0
FK-140833,13,Male,Latino or Hispanic,7,32771,2021,50147.0,1368.0,2.0
FK-391523,13,Male,Asian,8,28277,2018,91989.0,2550.0,3.0
FK-391887,13,Male,Black or African American,6,28277,2018,91989.0,2550.0,1.0
FK-290716,13,Male,White or Caucasian,8,28277,2018,91989.0,2550.0,4.0
FK-272297,13,Male,Asian,6,32771,2019,50147.0,1368.0,5.0
FK-009128,13,Male,White or Caucasian,7,34677,2022,58920.0,2101.0,1.0
FK-156962,13,Male,Asian,8,28277,2018,91989.0,2550.0,33.0
FK-272373,13,Female,Latino or Hispanic,7,32771,2019,50147.0,1368.0,1.0
FK-038097,13,Male,Black or African American,8,28273,2022,56048.0,1438.0,1.0
FK-038875,13,Male,Black or African American,6,28273,2022,56048.0,1438.0,4.0
FK-156718,13,Male,Multi-Racial,7,28273,2021,56048.0,1438.0,8.0
FK-228250,13,Female,Black or African American,6,28273,2020,56048.0,1438.0,1.0
FK-391289,13,Male,Black or African American,10,28273,2018,56048.0,1438.0,1.0
FK-290418,13,Female,Asian,7,28273,2018,56048.0,1438.0,13.0
FK-391584,13,Male,Latino or Hispanic,6,28273,2018,56048.0,1438.0,1.0
FK-291056,13,Male,Black or African American,7,28273,2018,56048.0,1438.0,8.0
FK-375491,13,Male,White or Caucasian,8,32771,2018,50147.0,1368.0,4.0
FK-156773,13,Female,Black or African American,6,28277,2021,91989.0,2550.0,3.0
FK-140506,13,Female,Latino or Hispanic,8,32765,2021,68995.0,1441.0,3.0
FK-375579,13,Male,White or Caucasian,6,32765,2018,68995.0,1441.0,1.0
FK-006500,13,Male,White or Caucasian,7,32771,2022,50147.0,1368.0,2.0
FK-140549,13,Male,White or Caucasian,7,32771,2021,50147.0,1368.0,7.0
FK-272440,13,Female,White or Caucasian,8,32765,2018,68995.0,1441.0,4.0
FK-156775,13,Female,Multi-Racial,6,28277,2021,91989.0,2550.0,2.0
FK-039196,13,Male,White or Caucasian,7,28277,2021,91989.0,2550.0,7.0
FK-228105,13,Female,White or Caucasian,8,28277,2020,91989.0,2550.0,1.0
FK-228137,13,Female,White or Caucasian,8,28277,2020,91989.0,2550.0,5.0
FK-228155,13,Female,White or Caucasian,8,28277,2020,91989.0,2550.0,1.0
FK-140864,13,Female,White or Caucasian,7,32765,2021,68995.0,1441.0,2.0
FK-228168,13,Male,White or Caucasian,6,28277,2020,91989.0,2550.0,1.0
FK-290474,13,Female,Black or African American,7,28277,2019,91989.0,2550.0,3.0
FK-290609,13,Male,Asian,7,28277,2019,91989.0,2550.0,2.0
FK-039334,13,Male,Asian,8,28277,2019,91989.0,2550.0,11.0
FK-290946,13,Female,Latino or Hispanic,8,28277,2019,91989.0,2550.0,1.0
FK-290965,13,Female,Latino or Hispanic,8,28277,2019,91989.0,2550.0,2.0
FK-039322,13,Male,White or Caucasian,7,28277,2019,91989.0,2550.0,6.0
FK-039219,13,Male,White or Caucasian,7,28277,2019,91989.0,2550.0,20.0
FK-216235,13,Male,White or Caucasian,7,32765,2018,68995.0,1441.0,7.0
FK-039276,13,Male,Asian,8,28277,2019,91989.0,2550.0,10.0
FK-253791,13,Male,White or Caucasian,7,34202,2018,89756.0,834.0,3.0
FK-130239,13,Female,White or Caucasian,6,74135,2022,44859.0,3424.0,1.0
FK-130506,13,Female,Multi-Racial,7,74135,2022,44859.0,3424.0,1.0
