Account ID,Account Name,Parent Account ID,Parent Account,Billing Street,Billing State/Province,Billing City,Billing Zip/Postal Code,Active?
0011R00002oNf4eQAC,Boysville Gym,0013600000s0SupAAE,First Tee Greater Detroit,6945 Wagner,MI,Detroit,48210,1
0013600000pYWJOAA4,Brackenridge Golf Course,0013600000pYUx2AAG,First Tee Greater San Antonio,2315 Avenue B,TX,San Antonio,78215,0
0011R00002qHlcAQAS,Bradley Elementary School,0013600000s0SuEAAU,First Tee Columbia,3032 Pine Belt Rd,SC,Columbia,29204,1
0013600001c1yOQAAY,Braemer Golf Dome,0013600000s0SvHAAU,First Tee Minnesota,7420 Braemer Dr,MN,Edina,55436,1
0013600001dWtlKAAS,Brandywine Country Club,0013600000pYUxAAAW,First Tee Lake Erie,6904 Salisbury Road,OH,Maumee,43537,0
0011R000031YwQ2QAK,Brandywine Golf Course,0013600000pYUwkAAG,First Tee Coastal Carolinas,177 Brandywine Blvd,NC,Morehead City,28557,1
0011R00002oMzV2QAK,Brentwood Golf Course,0013600000pYUwoAAG,First Tee Cleveland,12415 Grafton Rd.,OH,Grafton,44044,1
0013600000pXnHNAA0,Brentwood Golf Course,0013600000pXnGEAA0,First Tee North Florida,Payne Stewart,FL,Jacksonville,32209,1
0013600001c1yFwAAI,Briardale Greens Golf Course,0013600000pYUwoAAG,First Tee Cleveland,24131 Briardale Ave.,OH,Euclid,44123,1
0013600001X3QS5AAN,Briarwood Country Club,0013600000s0RnDAAU,First Tee Phoenix,20800 N 135th Ave,AZ,Sun City West,85375,1
0013600001c1yKfAAI,Briarwood Golf Club,0013600000s0SuqAAE,First Tee Montana (Historical),3429 Briarwood Blvd.,MT,Billings,59101,0
0011R00002mhpGcQAI,Bridge Street Golf,0013600000pYUwzAAG,First Tee Greater Philadelphia,860 W Bridge St,PA,Morrisville,19067,1
0013600001c1yMVAAY,Bridging the Gap Center,0013600000s0SusAAE,First Tee Southeast Wisconsin,1600 W State Street,WI,Milwaukee,53233,0
0013600000pYWKJAA4,Brier Patch Golf Links,0013600000pYUxgAAG,First Tee West Virginia,1 Briarpatch Drive,WV,Beckley,25801,0
0013600001c1yOyAAI,Brighton Golf Course,0013600000pYUxhAAG,First Tee Western New York,70 Brompton Road,NY,Tonawanda,14150,1
0013600001c1yHRAAY,Briscoe Elementary School,0013600000s0SuTAAU,First Tee Fort Worth,2751 Yuma Ave,TX,Fort Worth,76104,1
0013600001c1yLQAAY,Broad Run Golf & Practice Facility,0013600000s0Sv1AAE,First Tee Prince William County,10201 Golf Academy Dr.,VA,Bristow,20136,1
0011R000031YFPLQA4,Broken Tee Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,2101 W. Oxford Ave.,CO,Englewood,80110,1
00136000014pujlAAA,Brooke Hills Park,0013600000pYUxgAAG,First Tee West Virginia,140 Gist Drive,WV,Wellsburg,26070,0
0011R000031b8wdQAA,Brookings Country Club,0013600000pYUxXAAW,First Tee South Dakota,2180 Clubhouse Dr.,SD,Brookings,57006,1
0011R00002iTBcIQAW,Brooklea Golf & Country Club,0011R00002e5u9CQAQ,First Tee Ontario,8567 Hwy. 93,Ontario,Midland,L4R 4K4,1
0011R00002BetEdQAJ,Brookledge Golf Club,0013600000s0Su6AAE,First Tee Greater Akron,1621 Bailey Road,OH,Cuyahoga Falls,44221,1
0013600001c1yIZAAY,Brookside Golf Club,0013600000s0SuzAAE,First Tee Greater Pasadena,1133 Rosemont Avenue,CA,Pasadena,91103,1
0013600000pYWLZAA4,Brookside Par 3 Golf Course,0013600000pYUxSAAW,First Tee Roanoke Valley,6303 Williamson Road,VA,Roanoke,24019,1
0011R00002mfaeCQAQ,Brookwood Golf CLub,0013600000pXnGGAA0,First Tee Indiana,10304 Blufton Rd,IN,Fort Wayne,46809,1
0013600001pVpeKAAS,Brown Acres Golf Course,0013600000pYUxIAAW,First Tee Tennessee,406 Brown Road,TN,Chattanooga,37421,1
0013600001c1yMXAAY,Brown Deer Park Golf Course,0013600000s0SusAAE,First Tee Southeast Wisconsin,7625 N. Range Line Road,WI,Milwaukee,53209,1
0013600001c1yFBAAY,Brown Mill Golf Course,0013600000s0Su8AAE,First Tee Metro Atlanta,800 Cleveland Ave.,GA,Atlanta,30311,1
0013600001c1yG7AAI,Brunswick Plantation,0013600000pYUwkAAG,First Tee Coastal Carolinas,330 Middleton Drive NW,NC,Calabash,28467,1
0013600001c1yNnAAI,Bryan Park,0013600000pYUxeAAG,First Tee Central Carolina,6275 Bryan Park Rd.,NC,Browns Summit,27214,1
0013600000rztgJAAQ,Buchanan Fields Golf Course,0013600000pYUwqAAG,First Tee Contra Costa,1091 Concord Ave,CA,Concord,94520,1
0013600000rztg9AAA,Buffalo Grove Golf Dome,0013600000pYUwuAAG,First Tee Greater Chicago,801 McHenry Rd,IL,Buffalo Grove,60089,1
0013600000pYWKSAA4,Buffalo Run Golf Course,0013600000pYUx6AAG,First Tee Green Valley Ranch,15700 E. 112th Ave.,CO,Commerce City,80022,1
0013600001c1yM3AAI,Buhl Farm Golf Course & Driving Range,0013600000s0SvBAAU,First Tee Sharon (Historical),730 Forker Boulevard,PA,Sharon,16146,0
0011R00002Q4gByQAJ,Bull Run Golf Course,0013600000s0Sv1AAE,First Tee Prince William County,3520 James Madison Highway,VA,Haymarket,20169,1
0013600001da8UWAAY,Bull's Eye Country Club,0013600000pYUxWAAW,First Tee South Central Wisconsin,2800 Ridgewood Trail,WI,Wisconsin Rapids,54494,1
0011R00002mhu3BQAQ,Burholme Golf,0013600000pYUwzAAG,First Tee Greater Philadelphia,401 Cottman Ave,PA,Philadelphia,19111,1
0011R00002mg53lQAA,Burlington Country Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,170 Burrs Road,PA,Mt. Holly,8060,1
00136000012sa9xAAA,Burrage Mansion,0013600000s0SubAAE,First Tee Inland Empire,1205 W. Crescent Avenue,CA,Redlands,92373,1
0013600001c1yIBAAY,Butterfield Trail Golf Club,0013600000s0SuaAAE,First Tee Greater El Paso,1858 Cottonwoods,TX,El Paso,79906,0
0011R00002IMqofQAD,Butterfield Trail Golf Club,0013600000s0SuaAAE,First Tee Greater El Paso,1858 Cottonwoods,TX,el paso,19906,0
0013600000pYWKnAAO,Butternut Creek Golf Course,0013600000pYUxaAAG,First Tee Syracuse,5050 Jamesville Rd.,NY,Dewitt,13078,1
0013600000pYWIzAAO,Cadwalader Park,0013600000pYUx4AAG,First Tee Greater Trenton,1500 Stuyvesant Ave.,NJ,Trenton,8618,1
0011R00002mhpZUQAY,Camden County Driving Range,0013600000pYUwzAAG,First Tee Greater Philadelphia,8001 S Crescent Blvd,NJ,Pennsauken Township,8109,1
0013600001c1yIkAAI,Campus Commons Golf Course,0013600000s0Sv6AAE,First Tee Greater Sacramento,2 Cadillac Drive,CA,Sacramento,95825,1
0013600000pYWNHAA4,Canal Shores Golf Course,0013600000pYUwuAAG,First Tee Greater Chicago,1030 Central,IL,Evanston,60201,1
0013600001c1yKoAAI,Candia Woods Golf Links,0013600000s0Sv9AAE,First Tee New Hampshire,313 South Road,NH,Candia,3034,1
0013600001c1yIQAAY,Candler Hills Golf Club,0013600000s0SuvAAE,First Tee Greater Ocala (Historical),8137 SW 90th Terr Rd.,FL,Ocala,34481,0
0013600001c1yGKAAY,Cane Patch Driving Range,0013600000pYUwkAAG,First Tee Coastal Carolinas,7301 North Kings Highway,SC,Myrtle Beach,29572,1
0013600001c1yKFAAY,Cantiague Park GC,0013600000s0SunAAE,First Tee Metropolitan New York,480 West John Street,NY,Hicksville,11801,1
0013600001c1yI0AAI,Canyon Creek Country Club,0013600000s0SuKAAU,First Tee Greater Dallas,625 W. Lookout Dr.,TX,Richardson,75080,0
0011R000022JorcQAC,Canyon Crest Country Club,0013600000s0SubAAE,First Tee Inland Empire,975 Country Club Drive,CA,Riverside,92506,1
0013600001c1yOdAAI,Canyons Golf,0013600000s0SvNAAU,First Tee Utah,4000 Canyons Resort Drive,UT,Park City,84098,0
0013600000pYWIHAA4,Cape Jaycee Municipal Golf Course,0013600000pYUx3AAG,First Tee Greater St. Louis,3280 Perryville Rd.,MO,Cape Girardeau,63701,0
0011R00002mhheQQAQ,CapTech Program Location,0013600000xOm3cAAC,Testing Chapter,425 S legacy trail,FL,Saint Augustine,32092,1
0013600001c1yKIAAY,Cardinal Shehan Center,0013600000s0SunAAE,First Tee Metropolitan New York,1494 Main St.,CT,Bridgeport,6604,0
0013600001c1yGRAAY,Carolina Colours Golf Club,0013600000pYUwkAAG,First Tee Coastal Carolinas,3300 Waterscape Way,NC,New Bern,28563,1
0013600001EDyGsAAL,Carolina County Club,0013600000pYUxZAAW,First Tee Upstate South Carolina,2355 Carolina County Club Road,SC,Spartanburg,29306,1
0013600001EGER8AAP,Carolina Golf at Botany Woods,0013600000pYUxZAAW,First Tee Upstate South Carolina,1409 Edwards Road,SC,Greenville,29615,1
0013600001c1yNNAAY,Carolina Golf Club,0013600000s0SuOAAU,First Tee Florida Gold Coast,3011 N Rock Island Rd.,FL,Margate,33063,0
0013600001wXa8yAAC,Carolina Indoor Golf,0013600000pYUxZAAW,First Tee Upstate South Carolina,1168 North Pleasantburg Drive,SC,Greenville,29607,1
0013600001c1yGPAAY,Carolina National GC,0013600000pYUwkAAG,First Tee Coastal Carolinas,1643 Goley Hewett Rd. SE,NC,Bolivia,28422,1
0013600001EDyN0AAL,Carolina Springs Golf Club,0013600000pYUxZAAW,First Tee Upstate South Carolina,1680 Schuffletown Road,SC,Fountain Inn,29644,1
0013600000pYWLKAA4,Carroll Park Golf Course,0013600000pYUwsAAG,First Tee Greater Baltimore,2100 Washington Blvd.,MD,Balimore,21230,1
0013600000pYWLLAA4,Carthage Country Club,0013600000pYUxcAAG,First Tee Piney Woods,1135 US Highway 79 North,TX,Carthage,75633,1
0013600001c1yOjAAI,Cascade Hills Country Club,0013600000s0SvPAAU,First Tee West Michigan,3725 Cascade Road SE,MI,Grand Rapids,49546,1
0013600000pXnHEAA0,Cascades Golf Course,0013600000pXnGGAA0,First Tee Indiana,3550 N. Kinser Pike,IN,Bloomington,47404,1
0013600000pXnIKAA0,Casselberry Golf Club,0013600000pXnGIAA0,First Tee Central Florida,300 S. Triplet Lake Drive,FL,Casselberry,32707,0
0013600001c1yJMAAY,Castle Bay Country Club,0013600000s0SvQAAU,First Tee Greater Wilmington,2516 Hoover Road,NC,Hampstead,28443,1
0013600001c1yHIAAY,Castle Creek Golf Club,0013600000s0SuPAAU,First Tee Eastern Michigan,5191 Lum Rd.,MI,Attica,48412,1
0011R00002e663PQAQ,Castlewoods Country Club,0013600000s0SvTAAU,First Tee Central Mississippi,403 Bradford Drive,MS,Brandon,39047,1
0013600000pYWOnAAO,Cattail Crossing Golf Course,0013600000pYUxXAAW,First Tee South Dakota,351 South Lake Drive,SD,Watertown,57201,0
0013600000pYWOCAA4,Cattails,0013600000pYUxIAAW,First Tee Tennessee,1901 Meadowview Parkway,TN,Kingsport,37660,1
0013600000s0Rs6AAE,Cave Creek Golf Course,0013600000s0RnDAAU,First Tee Phoenix,15202 North 19th Avenue,AZ,Phoenix,85023,1
0011R000031aqcaQAA,Cazenovia Park Golf Course,0013600000pYUxhAAG,First Tee Western New York,1 Willink Avenue,NY,Buffalo,14210,1
0011R00002V7lhiQAB,Cedar Chase Golf Club,0013600000s0SvPAAU,First Tee West Michigan,7551 17 Mile Rd NE,MI,Cedar Springs,49319,1
0013600001ad5aHAAQ,Cedar Creek Golf Course,0013600000pYUxJAAW,First Tee Jersey Shore,5025 Bill Zimmerman Jr. Way,NJ,Bayville,8721,0
0013600001c1yHiAAI,Cedar Crest Golf Course,0013600000s0SuKAAU,First Tee Greater Dallas,1800 Southerland Ave,TX,Dallas,75203,0
0013600001Ier6rAAB,Cedar Hammock Golf & Country Club,0013600000pYUxKAAW,First Tee Naples/Collier,8660 Cedar Hammock Blvd,FL,Naples,34112,1
0011R00002vtsmqQAA,Cedar Hill Golf Course,0011R00002azqbjQAA,First Tee British Columbia,1400 Derby Rd,BC,Victoria,V8P 1T1,1
0013600001c1yJRAAY,Cedar Point Country Club,0013600000s0SuYAAU,First Tee Hampton Roads,8056 Clubhouse Drive,VA,Suffolk,23433,1
0013600001c1yH0AAI,Cedaredge Golf Club,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,500 Jay Avenue,CO,Cedaredge,81413,1
0013600001c1yJeAAI,Centennial Golf Course,0013600000pYUx9AAG,First Tee Idaho,2600 Centennial Drive,ID,Nampa,83687,0
0011R000030Vp2jQAC,Centennial Park Golf Centre,0011R00002e5u9CQAQ,First Tee Ontario,550 Centennial Park Blvd,ON,Etobicoke,M9C 5R5,1
0011R00002medRvQAI,Centerton Country Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,1016 Almond Road,NJ,"Pittsgrove,",8318,1
0011R00002mhpoQQAQ,Centerton Golf Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,1016 Almond Rd,NJ,Pittsgrove,8318,1
0013600001c1yOaAAI,Central Valley,0013600000s0SvNAAU,First Tee Utah,680 West 3300 South,UT,Salt Lake City,84119,0
0011R00002sloqJQAQ,Centre de Golf de Lanaudière,0011R00002kY5PGQA0,First Tee Quebec,900 Rang de la Presqu'île,Quebec,L'Assomption,J5W 3P3,1
0011R000030WFapQAG,Centre d'excellence GolfIn Lévis,0011R00002kY5PGQA0,First Tee Quebec,"1996, 3e rue",Québec,Lévis,G6W 5M6,1
0013600001c1yN1AAI,Challenger 3 Golf Course,0013600000s0Sv2AAE,First Tee Foothills (Historical),1650 N. Post Road,NC,Shelby,28152,0
0013600000pYWKXAA4,Challis Golf Course,0013600000pYUx9AAG,First Tee Idaho,331 Golf Club Lane,ID,Challis,83226,1
0013600001c1yMJAAY,Chambers Bay Golf Course,0013600000s0SvDAAU,First Tee South Puget Sound,6320 Grandview Drive W.,WA,University Place,98467,1
0011R00002iShsCQAS,Champions Gate Country Club,0013600000pXnGIAA0,First Tee Central Florida,8950 Clifton Draw Dr.,FL,Champions Gate,33896,1
0011R00002W1cRGQAZ,Champions Golf Learning Center,0013600000pYUxeAAG,First Tee Central Carolina,485 Brookside Camp Rd,NC,Hendersonville,28792,1
0011R00002awX8SQAU,Champions Trace,0011R00002NTUsyQAH,First Tee Greater Lexington,20 Avenue of Champions,KY,Nicholasville,40356,1
0011R00002BgFoTQAV,Chandler Park Golf Course,0013600000s0SupAAE,First Tee Greater Detroit,12801 Chandler Park Drive,MI,Detroit,48213,1
0011R00002LhFREQA3,Chapel Hill Country Club,0013600000pYUwuAAG,First Tee Greater Chicago,2500 N. Chapel Hill Road,IL,McHenry,60051,1
0013600000pXnHeAAK,Charles T. Myers Golf Club,0013600000pXnGFAA0,First Tee Greater Charlotte,7817 Harrisburg Road,NC,Charlotte,28215,1
0013600000pYWJGAA4,Charleston Municipal Golf Course,0013600000pYUwtAAG,First Tee Greater Charleston,2110 Maybank Hwy,SC,Charleston,29412,1
00136000010xZazAAE,Charleston Springs Golf Course,0013600000pYUxJAAW,First Tee Jersey Shore,101 Woodville Rd.,NJ,Millstone,8510,0
0013600001c1yHFAAY,Charlie Yates Golf Course,0013600000s0Su8AAE,First Tee Metro Atlanta,10 Lakeside Village Drive,GA,Atlanta,30317,1
0011R00002oLhJXQA0,Chase Field House,0013600000s0SvOAAU,First Tee Delaware,401 Garasches Lane,DE,Wilmington,19801,1
0011R000029d07sQAA,Chaska Golf Club,0013600000pYUxLAAW,First Tee Northeast Wisconsin,W6575 W Wisconsin Ave,WI,Greenville,54942,1
0011R000025Lk06QAC,Chateau Golf & Country Club,0013600000pYUwyAAG,First Tee Greater New Orleans,3600 Chateau Blvd,LA,Kenner,70065,1
0011R00002cJh9bQAC,Cheboygan Golf and Country Club,0013600000s0SuCAAU,First Tee Northern Michigan,1431 N. Old Mackinaw Road,MI,Cheboygan,49721,1
0011R00002uszVFQAY,Chedoke Golf Club,0011R00002e5u9CQAQ,First Tee Ontario,563 Aberdeen Ave,Ontario,Hamilton,L8P 4S8,1
0013600001c1yK5AAI,Chelsea Piers,0013600000s0SunAAE,First Tee Metropolitan New York,"Pier 59, 23rd Street & the Hudson River",NY,New York,10011,1
0013600001gpHNhAAM,Cherokee Country Club,0013600000pYUxWAAW,First Tee South Central Wisconsin,5000 North Sherman Ave,WI,Madison,53704,1
0013600000pYWIfAAO,Cherokee National Golf Club,0013600000pYUxZAAW,First Tee Upstate South Carolina,442 Cherokee National Highway,SC,Gaffney,29341,1
0011R00002yhWGeQAM,Cherokee Ranch Golf Club,0013600000pYUx5AAG,First Tee Greater Tyler,14089 US - 79,TX,Jacksonville,75766,1
0013600001adU2WAAU,Cherokee Valley Golf Club,0013600000pYUxZAAW,First Tee Upstate South Carolina,450 Cherokee Valley Way,SC,Travelers Rest,29690,1
0013600001c1yP5AAI,Cherry Hill Golf Course,0013600000s0SvRAAU,First Tee Central Washington,530 Cherry Hill Road,WA,Granger,98932,1
0013600001c1yGMAAY,Cherry Hill Golf Course,0013600000pYUwkAAG,First Tee Coastal Carolinas,275 Cherry Hill Loop,SC,Andrews,29510,1
0011R000035cMyBQAU,Cherry Hills Golf Course,0013600000s0SubAAE,First Tee Inland Empire,26583 Cherry Hills Blvd,CA,Sun City,92586,1
0013600001c1yIjAAI,Cherry Island Golf Course,0013600000s0Sv6AAE,First Tee Greater Sacramento,2360 Elverta Rd.,CA,Elverta,95626,0
0011R00002oOFfMQAW,Chesapeake Bay Golf Club,0013600000s0SvOAAU,First Tee Delaware,128 Karen Drive,MD,Rising Sun,21911,1
0011R00002fr4O6QAI,Chester Golf Club,0013600000pXnGFAA0,First Tee Greater Charlotte,770 Old Richburg Rd,SC,Chester,29706,1
0013600001PASQXAA5,Chester Washington GC,0011R00002miO38QAE,First Tee Los Angeles,18187 Charlie Sifford Drive,CA,Los Angeles,90047,1
0013600001c1yMnAAI,Cheval Golf & Country Club,0013600000s0SvIAAU,First Tee Tampa Bay,4312 Cheval Blvd.,FL,Lutz,33558,0
0013600001c1yFsAAI,Chi Chi Golf & Family Sports Complex,0013600000s0SuIAAU,First Tee Clearwater,2987 N. McMullen Booth Road,FL,Clearwater,33761,1
0013600001c1yFrAAI,Chi Chi Rodriguez Golf Club,0013600000s0SuIAAU,First Tee Clearwater,3030 N. McMullen Booth Road,FL,Clearwater,33761,1
0011R00002YTwsQQAT,Christina Seix Academy,0013600000pYUx4AAG,First Tee Greater Trenton,1550 Stuyvesant Ave,NJ,Trenton,8618,1
0013600001c1yKCAAY,Christopher Morley Park Golf Course,0013600000s0SunAAE,First Tee Metropolitan New York,500 Searington Road,NY,North Hills,11576,1
0011R00002JftGgQAJ,Churchville Golf Course,0013600000pYUxhAAG,First Tee Western New York,643 Kendall Rd,ny,churchville,14428,1
0013600000zwWSTAA2,City Line Sports,0013600000pYUwzAAG,First Tee Greater Philadelphia,7900 City Ave,PA,Philadelphia,19151,0
0013600001c1yGlAAI,City Park Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,3181 E 23rd Ave,CO,Denver,80205,1
0013600000pYWLnAAO,City Park North Course,0013600000pYUwyAAG,First Tee Greater New Orleans,1051 Filmore Ave.,LA,New Orleans,70124,1
0013600001c1yLqAAI,Civitan Golf Course,0013600000s0SvCAAU,First Tee Four Corners,2201 N. Dustin,NM,Farmington,87401,1
0013600001c1yH8AAI,Clark Park Golf Course,0013600000s0SuQAAU,First Tee East Baton Rouge Parish,2301 Thomas Road,LA,Baton Rouge,70807,1
0013600000pYWOEAA4,Clear Creek,0013600000pYUxIAAW,First Tee Tennessee,732 Harleywood Road,VA,Bristol,24202,1
0011R00002qIBIPQA4,Clear Creek Golf Center,0013600000pYUxDAAW,First Tee Louisville,717 Burks Branch Road,KY,Shelbyville,40065,1
0011R000031aOxtQAE,Clearbrook Golf Club,0013600000s0SvPAAU,First Tee West Michigan,6494 Clearbrook Dr,MI,Saugatuck,49453,1
0013600001c1yOMAAY,Cleary Lake Golf,0013600000s0SvHAAU,First Tee Minnesota,18106 Texas Ave,MN,Prior Lake,55372,1
0013600001c1yHTAAY,Cleveland Clinic Akron General Challenge Course,0013600000s0Su6AAE,First Tee Greater Akron,1596 Flickinger Road,OH,Akron,44312,1
0013600001c1yO5AAI,Clifton Highlands GC,0013600000s0SvHAAU,First Tee Minnesota,N 6890 1230th Street,WI,Prescott,54021,1
0013600000pYWIrAAO,Clifton Park Golf Course,0013600000pYUwsAAG,First Tee Greater Baltimore,2701 Saint Lo Drive,MD,Baltimore,21213,1
0011R00002vuqQSQAY,Club 24,0011R00002kY5PGQA0,First Tee Quebec,1316 Rte. 138 Est,Québec,Kahnawake,J0l 1B0,1
001Hq000035d13OIAQ,Club de golf Bic,0011R00002kY5PGQA0,First Tee Quebec,150 Route du Golf-du-Bic,Quebec,"Rimouski,",G0L 1B0,1
001Hq000039ShKsIAK,Club de Golf Campestre Cocoyoc,0013600001tTUGtAAO,First Tee Mexico,"Comunidad Cocoyoc Blvrd Lomas de Cocoyoc, 62847 Lomas de Cocoyoc, Mor.,",,,,1
001Hq000039ShFnIAK,Club de Golf El Copal/ InfoGolf,0013600001tTUGtAAO,First Tee Mexico,"C. San José 10, San Juan Ixhuatepec, 54180 Tlalnepantla de Baz, Mex.",,,,1
0011R00002oP7rBQAS,Club de golf Les Cèdres,0011R00002kY5PGQA0,First Tee Quebec,669 Coupland,Quebec,Granby,J2H 0P7,1
001Hq000039ShFJIA0,Club de Golf Marina Vallarta/Ayuntamiento de Puerto Vallarta,0013600001tTUGtAAO,First Tee Mexico,"Paseo De La Viena 430
Puerto Vallarta, JAL Jalisco",,,,1
0011R00002qF75GQAS,Club de Golf Municipal Dallaire,0011R00002kY5PGQA0,First Tee Quebec,720 avenue Dallaire,Quebec,Rouyn-Noranda,J9X 4V9,1
0011R00002t6Os7QAE,Club Sports Belvédère,0011R00002kY5PGQA0,First Tee Quebec,360 Blvd. Sabourin,Québec,Val d'Or,J9P 4N9,1
0011R00002Q3nrQQAR,Cobblestone Creek Country Club,0013600000pYUx4AAG,First Tee Greater Trenton,2170 Lawrenceville Rd,NJ,Lawrence Township,,1
0011R00001zhkJXQAY,Cobblestone Park Golf Club,0013600000s0SuEAAU,First Tee Columbia,1298 University Parkway,SC,Blythewood,29016,1
0013600000zwWRBAA2,Cobbs Creek Golf Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,7400 Lansdowne Ave,PA,Philadelphia,19151,0
0013600001c1yKvAAI,Cochecho Country Club,0013600000s0Sv9AAE,First Tee New Hampshire,145 Gulf Rd.,NH,Dover,3820,1
0013600000pYWObAAO,Cochiti Golf Club,0013600000pYUxTAAW,First Tee Central New Mexico (Historical),5200 Cochiti Hwy,NM,Cochiti Lake,87083,0
0013600000pYWK6AAO,Cog Hill Golf & Country Club,0013600000pYUwuAAG,First Tee Greater Chicago,12294 Archer Ave.,IL,Lemont,60439,1
0013600001c1yJvAAI,Colbert Hills Golf Course,0013600000s0SujAAE,First Tee Manhattan,5200 Colbert Hills Drive,KS,Manhattan,66503,1
0013600001iOdMdAAK,Coldwater Golf Links,0013600000s0SuNAAU,First Tee Central Iowa,1400 S Grand Avenue,IA,Ames,50010,1
001Hq000039ShG7IAK,Colegio de Mexico Nuevo Campus Puebla,0013600001tTUGtAAO,First Tee Mexico,"Av. África 206, Lomas de Angelópolis, 72830 San Andrés Cholula, Pue.,",,,,1
0013600001c1yLbAAI,Colina Park Golf Course,0013600000s0Sv8AAE,First Tee San Diego,4085 52nd Street,CA,San Diego,92105,1
0011R00002e64BAQAY,College of Golf - Keiser University,0013600000s0SuOAAU,First Tee Florida Gold Coast,2600 N Military Trail,FL,West Palm Beach,33409,1
0013600001c1yFDAAY,Collins Hill Golf Club,0013600000s0Su8AAE,First Tee Metro Atlanta,585 Camp Perrin Rd NE,GA,Lawrenceville,30043,1
0011R00002b0HfRQAU,Collins Park Golf Course,0013600000pYUxAAAW,First Tee Lake Erie,624 Reineck Drive,OH,Toledo,43605,1
0011R000031Za2BQAS,Colonial Golf Course,0013600000s0SvPAAU,First Tee West Michigan,2763 N 72nd Ave,MI,Hart,49420,1
0013600001c1yOEAAY,Colonial Heritage,0013600000s0SuRAAU,First Tee Virginia Peninsula,6500 Arthur Hills Rd.,VA,Williamsburg,23188,0
001Hq000035cRYMIA2,Colonial Park Golf Course,0013600000pYUxYAAW,First Tee Southeastern New Mexico,1300 Colonial ParkWay,NM,Clovis,88101,1
00136000016Vr6XAAS,Colton Golf Club,0013600000s0SubAAE,First Tee Inland Empire,1901 West Valley blvd.,CA,Colton,92324,1
0013600001c1yNzAAI,Columbia Golf Club,0013600000s0SvHAAU,First Tee Minnesota,3300 Central Avenue NE,MN,Minneapolis,55418,1
0013600000pYWJAAA4,Colwood,0013600000pYUx0AAG,First Tee Greater Portland,7313 NE Columbia Blvd.,OR,Portland,97218,1
0011R00002SPXXtQAP,Commons Park Learning Center,0013600000s0SuOAAU,First Tee Florida Gold Coast,11600 Poinciana Blvd.,FL,Royal Palm Beach,33411,1
0013600000pYWHtAAO,Community Golf Club,0013600000pYUwxAAG,First Tee Greater Miami Valley (Historical),2917 Berkley Street,OH,Dayton,45409,0
